kode_rs,nama_unit,alamat,telp,prov,lat,lng
3201126,RS Umum Hermina Depok,Jl. Raya Siliwangi No. 50 Pancoran Mas Depok,02177202525,Jawa Barat,-6.3999,106.825
3216389,RS Umum Hermina Galaxy,jl. Gardenia Raya Blok BA I No.11 Grand Galaxy City Bekasi,081383760787,Jawa Barat,-2.4185588,108.4919086
3216318,RS Umum Hermina Grand Wisata,Jl. Festival Boulevard Blok J A1 No.1 Lambang Sari Tambun Selatan Bekasi,02182651212,Jawa Barat,-6.2760,107.044
3273539,RS Umum Hermina Pasteur ,Jl. Dr. Djundjunan No.107 Kota Bandung,0226072525,Jawa Barat,-6.8956,107.589
3201218,RS Umum Islam Bogor,"Jl. Perdana Raya No.22, Tanah Sareal, Bogor Utara Kota Bogor",089527936567,Jawa Barat,-6.5583,106.792
3275296,RS Umum Islam dr. Subki Abdulkadir,"Jl. R.A. Kartini No.66,Bekasi",0218803386,Jawa Barat,-6.246173863104478,107.00345468521118
3215078,RS Umum Islam Karawang,"Jl. Pangkal Perjuangan KM.2, Karawang",0267414520524,Jawa Barat,-6.2819,107.284
3215134,RS Umum Izza,"Jl. Raya Ciselang Cikampek Utara, Kotabaru Kab.Karawang",02648386830,Jawa Barat,-2.4185588,108.4919086
3201240,RS Umum Juliana,Jl. Raya Tajur No. 75 Bogor Timur Kota Bogor,081214177285,Jawa Barat,-6.628377,106.823481
3202086,RS Umum Kartika Cibadak,Jl. Siliwangi No.139 ,02667160068,Jawa Barat,6.893148,106.783301718
3216423,RS Umum Kartika Husada,Jl. Swatantra no. 72 Jatiasih Bekasi,081291405535,Jawa Barat,-6.293806,106.963443
3216413,RS Umum Kartika Husada Setu,Jl. Raya Burangkeng Desa Burangkeng Rt. 001 Rw.06 Kec. Setu,02182610003,Jawa Barat,-6.340061225390084,107.03854178326665
3216104,RS Umum Karya Medika,Jl. Imam Bonjol No. 9B,0218900190,Jawa Barat,-6.267301,107.124367
3275057,RS Umum Karya Medika Bantar Gebang,"Jl. Raya Narogong km. 11 Pangkalan 1A, Bantar Gebang Bekasi",0218254629,Jawa Barat,-6.319713240757378,106.98531447854384
3216362,RS Umum Karya Medika II, Jl. Sultan Hasanuddin No.63 Kec. Tambun Selatan,08111990020,Jawa Barat,-6.264391965962994,107.06742064285277
3277021,RS Umum Kasih Bunda,Jl. Mahar Martanegara No.166 Kel. Baros Kec. Cimahi Tengah,0226631999,Jawa Barat,-6.900447,107.546990
3216426,RS Umum Kasih Insani Sukatani,Jl. Raya Sukatani No. 9 Desa Karang Sentosa Kec. Karang Bahagia,02189161099,Jawa Barat,-6.173435989227623,107.1783977529949
3208060,RS Umum KMC Luragung,Dusun Rahayu RT.002/001 Desa Cirahayu Kec. Luragung Kab. Kuningan,02328900112,Jawa Barat,-7.013678513489852,108.62245707717284
3215156,RS Umum Lira Medika,"Jl. Syech Quro No.14, Palumbonsari - Lamaran, Karawang",02678452555,Jawa Barat,-6.301901636431714,107.32666482543948
3201152,RS Umum Mary Cileungsi Hijau,Jl. Raya Narogong Km 21 Cileungsi Bogor,02182492222,Jawa Barat,-6.399844251176905,106.96948676314696
3275039,RS Umum Masmitra," Jl. Kelurahan Jati Makmur No.40, Pondok Gede Kota Bekasi",02184971766,Jawa Barat,-6.2819953237264,106.93003452423
3201236,RS Umum Medika Dramaga,"Jl. Raya Dramaga Km.7,3 Margajaya-Bogor Barat-Kota Bogor",02518308900,Jawa Barat,-6.571260,106.739660
3216340,RS Umum Medirossa Cikarang," Jl. Industri Tegal Gede No.09, Cikarang Selatan Bekasi",081519725561,Jawa Barat,-6.299485970629289,107.1451603177909
3275024,RS Umum Mekar Sari  Bekasi,Jl. Mekar Sari No. 1 Bekasi,081287874585,Jawa Barat,-6.232704011232459,107.01060839748384
3216406,RS Umum Metro Hospitals,Jl.Anggrek I B2/2 RT 01/11 Kec Mekar Mukti,02189835223,Jawa Barat,-6.299534847407542,107.16735553147373
3201207,RS Umum MH. Thamrin,"Jl. Raya Narogong Km.16, Limus Nunggal Cileungsi, Bogor",085157274461,Jawa Barat,-6.4322,106.949
3277018,RS Umum Mitra Anugrah Lestari," Jl. Cibaligo No.76, Kel. Cigugur Tengah Kec. Cimahi Tengah ",0226027204,Jawa Barat,-6.9008337919663365,107.55574422454833
3275094,RS Umum Mitra Keluarga Bekasi Barat,"Jl. Jend. Ahmad Yani - Kayuringin Jaya, Bekasi",082110380048,Jawa Barat,-6.2409500,106.9927400
3275046,RS Umum Mitra Keluarga Bekasi Timur,"JL. Pengasinan, Rawa Semut, Margahayu Bekasi Timur ",02188342007,Jawa Barat,-2.4185588,108.4919086
3275373,RS Umum Mitra Keluarga Cibubur,"Jl. Alternatif  Transyogi, Cibubur",02184311771,Jawa Barat,-6.3838,106.933
3216393,RS Umum Mitra Keluarga Cikarang,"Jl. Induistri Raya 100, Lemah Abang",02189840500,Jawa Barat,-2.4185588,108.4919086
3276028,RS Umum Mitra Keluarga Depok,"Jl. Margonda Raya, Pancoran Mas, Depok, Jawa Barat",02177210700,Jawa Barat,-6.3936749773711155,106.82447206878669
3273106,RS Umum Muhammadiyah,Jl. K.H. Ahmad Dahlan No.53 Bandung,08122182742,Jawa Barat,-6.9335,107.623
3271164,RS Umum Mulia Pajajaran,"Jl. Raya Pajajaran No. 98, Bantarjati - Bogor Utara, Kota Bogor",081288015167,Jawa Barat,-6.57507,106.80723
3274053,RS Umum Pelabuhan Cirebon,Jl. Sisingamangaraja No.45 Cirebon 45112,0231221873,Jawa Barat,-6.7134,108.567
3275141,RS Umum Permata Bekasi," Jl. Legenda Raya No. 9 Mustika Jaya, Bekasi",0218251919,Jawa Barat,-6.293820124719503,107.03117602342377
3216329,RS Umum Permata Cibubur,"Jl. Alternatif Cibubur - Cileungsi No. 6A, Kec. Jati Sampurna, Bekasi",08111115072 ,Jawa Barat,-6.3756,106.911
3209054,RS Umum Permata Cirebon,Jl. Tuparev No.117 Cirebon,02318338877,Jawa Barat,-2.4185588,108.4919086
3201244,RS Umum Permata Jonggol,"Jl. Raya Cileungsi - Jonggol, Km. 1, Sukamanah - Jonggol",02189931222,Jawa Barat,-6.438597,107.053219
3216441,RS Umum Permata Keluarga Jababeka,Jl. DR. Cipto Mangunkusumo Blok A Nomor  1 A Medical City Kota Jababeka ,082112722965,Jawa Barat,-6.284492,107.173748
3216416,RS Umum Permata Keluarga Lippo Cikarang,"JL. M.H Thamrin Kav 129 Lippo Cikarang, Bekasi 17599",081295391912,Jawa Barat,-2.4185588,108.4919086
3215067,RS Umum Proklamasi,"Jl. Raya Proklamasi KM. 2 Rengasdengklok, Karawang",0267482192,Jawa Barat,"-6,1703560","107,2973695"
3201072,RS Umum Puri Cinere,"Jl. Maribaya No.1 Puri Cinere,Depok",081905555488,Jawa Barat,-6.321731330395436,106.78293107953414
3216421,RS Umum Puspa Husada,Jl. Raya Pondok Timur KM. 1,082130039902,Jawa Barat,6.2767589,107.0197105
3216174,RS Umum Rawa Lumbu,Jl. Dasa Darma 20-23 Bekasi,02182422511,Jawa Barat,-6.2806,106.999
3216415,RS Umum Ridhoka Salma,Jl. Raya Imam Bonjol No 7 Cikarang Barat,02189116527,Jawa Barat,-6.306650118861934,107.01974063124999
3272036,RS Umum Ridogalih,Jl. Gudang No. 24 Sukabumi,0266221983,Jawa Barat,-6.9218,106.934
3215164,RS Umum Rosela,Jl. Interchange Tol Karawang Barat No.3 Karawang,081283060148,Jawa Barat,-6.3345429,107.2711401
3201233,RS Umum Rumah Sehat Terpadu Dompet Dhuafa,Jl. Raya Parung KM 42 Bogor,087709923187,Jawa Barat,-6.472596376852731,106.72843127456053
3273074,RS Umum Santo Borromeus,Jl. Ir. H. Juanda  No.100 Kota Bandung,0222552000,Jawa Barat,-6.89399419714141,107.61367993998527
3273486,RS Umum Santosa Hospital Bandung Central,"Jl. Kebon Jati No.38,Bandung",087822773207,Jawa Barat,-6.915385,107.600373
3273542,RS Umum Santosa Hospital Bandung Kopo, Jl. K.H. Wahid Hasyim (Kopo) No. 461-463 Bandung,02254280555,Jawa Barat,-6.952390,107.586317
3275060,RS Umum Satria Medika,Jl. Raya Bantar Gebang Setu No 119 Kel Padurenan Kec Mustika Jaya,021222105678,Jawa Barat,-2.4185588,108.4919086
3208035,RS Umum Sekar Kamulyan,Jl. Rumah Sakit No. 28 Kec.  Cigugur Kab. Kuningan,0232873206,Jawa Barat,-6.9701,108.456
3216163,RS Umum Sentra Medika,Jl. Raya Industri Pasirgombong Cikarang ,085886663754,Jawa Barat,-6.2593,107.172
3276017,RS Umum Sentra Medika," Jl. Raya Bogor KM. 33 Cisalak, Sukmajaya, Depok",0218743790,Jawa Barat,-6.3908,106.865
3201230,RS Umum Sentra Medika Cibinong,Jl. Mayor Oking Jaya Atmaja No.9 Bogor,,Jawa Barat,-2.4185588,108.4919086
3201251,RS Umum Siloam Hospitals Bogor,"Jl. Pajajaran No. 27 Bogor Tengah, Kota Bogor",02518303900,Jawa Barat,-2.4185588,108.4919086
3216285,RS Umum St. Elisabeth,"Jl. Raya Narogong 202 KM.5,Kemang Pratama,Kel. BojongRawa Lumbu, Kec. Rawa Lumbu, Kota Bekasi.",081288164142,Jawa Barat,-6.2761215703400515,106.99154717063902
3274135,RS Umum Sumber Hurip,Jl. Raden Dewi Sartika No 15 Kel. Tukmudal Kec. Sumber Kab. Cirebon,02318302689,Jawa Barat,-6.757138351830472,108.46934585776671
3209133,RS Umum Sumber Waras,"Jl. Urip Sumoharjo No.5 Ciwaringin, Kab. Cirebon",0231341079,Jawa Barat,-2.4185588,108.4919086
3274020,RS Umum Tk. III Ciremai,Jl. Kesambi No. 237 Cirebon,0231238335,Jawa Barat,-6.7379,108.55
3205021,RS Umum Tk. IV Guntur,Jl. Bratayuda 101 Garut,0262232325,Jawa Barat,-7.2225,107.911
3271139,RS Umum Trimitra,"Jl. Raya Jakarta Bogor Km.43, Cibinong",0218763055,Jawa Barat,-6.4743863,106.8469002
3209052,RS Umum Universitas Muhammadiyah Cirebon,"Jl. KH. Wahid Hasyim No. 8 Desa Mertapeda Wetan, Kec. Astanajapura",0231638000,Jawa Barat,-2.4185588,108.4919086
3208024,RS Umum Wijaya Kusumah,Jl. RE Martadinata No. 172 Kab. Kuningan,0232871565,Jawa Barat,-6.9705,108.506
3201256,RS Universitas Indonesia,"Jl. Prof. Dr. Bahder Djohan, Kampus Universitas Indonesia Depok",02150829282,Jawa Barat,-6.372143686685863,106.8296793004547
3273030,RSAU dr. M. Salamun,Jl. Ciumbuleuit 203 Bandung,022 2032090,Jawa Barat,-6.8648,107.605
3273026,RSU Bhayangkara Tk. II Sartika Asih,Jl. Moch. Toha No. 369 Bandung,087889996747,Jawa Barat,-6.956676738614501,107.61298168849942
3271126,BMC Mayapada Hospital,"Jl. Pajajaran Indah V No.97, Bogor Timur Kota Bogor",02518307900,Jawa Barat,-6.608318,106.811576
3216449,RS Ananda Babelan,Jl. Raya Babelan KM. 9.6 RT/RW 002/001 Kelurahan Kebalen Kecamatan Babelan,082114950240,Jawa Barat,-2.4185588,108.4919086
3210036,RS Bedah Budi Kasih,Jl. Raya Majalengka - Kadipaten Km.7 no 84,02338665509,Jawa Barat,-6.800033,108.182974
3273547,RS Edelweiss,Jl. Soekarno Hatta No. 550 Kel. Sekejati Kec. Buahbatu,02286023000,Jawa Barat,-2.4185588,108.4919086
3201247,RS EMC Sentul,"Jl. MH. Thamrin Kav. 57 Sentul City, Bogor 16810",087700141777,Jawa Barat,-6.567230934375771,106.85356168952319
3215169,RS Hermina Karawang,Jl. Tuparev Sukasari Kel. Karawang Wetan Kec. Karawang Timur Karawang,02678412525,Jawa Barat,-6.308630935880865,107.30552463736876
3273546,RS Ibu dan Anak Al Islam ,Jl. Awibitung No. 29-31 Kelurahan Cicadas Kecamatan Cibeunying Kidul ,0227208284,Jawa Barat,-6.909709,107.637942
3278021,RS Ibu dan Anak Bunda Aisyah,Jl. RE. Martadinata No. 200 B Cipedes Kota Tasikmalaya,02657297401,Jawa Barat,-2.4185588,108.4919086
3214041,RS Ibu dan Anak Bunda Fathia,Jl. Ibrahim Singadilaga No. 95-97 Purwakarta,02648309596,Jawa Barat,-6.5413023,107.4408415
3214036,RS Ibu dan Anak Dian,Jl. Raya Cibogo Hilir Kec. Plered Kab. Purwakarta,087812653989,Jawa Barat,-6.653833,107.389557
3206083,RS Ibu dan Anak dr. Hj. Karmini EH,Jl.RSU No 56 Tasikmalaya,0265330644,Jawa Barat,-7.332840335905732,108.22533725705489
3217009,RS Ibu dan Anak Graha Medika Padalarang,Jl. Raya Padalarang Ruko Padalarang Point No. 527 ,02287785998,Jawa Barat,-2.4185588,"-6.844315,107.486472"
3273541,RS Ibu dan Anak Harapan Bunda Bandung,"Jl. Pluto Raya Blok C Margahayu Raya, Buah Batu, Kota Bandung",0227506490,Jawa Barat,-6.955810694210075,107.66209750380858
3217008,RS Ibu dan Anak Kartini,Jl. Letkol GA Manulang No. 46 Padalarang Bandung Barat,,Jawa Barat,-6.843909899644108,107.48022227492675
3273260,RS Ibu dan Anak Kota Bandung,Jl. KH. Wahid Hasyim No. 311 Bandung,02286037777,Jawa Barat,-6.943197,107.591405
3273165,RS Ibu dan Anak Limijati,Jl. LLRE. Martadinata No. 39 Kota Bandung,0224207770 ,Jawa Barat,-6.906056863699375,107.61361355837926
3210037,RS Ibu dan Anak Mitra Plumbon Majalengka,Jl. Raya Barat Pasar Prapatan No. 109 ,,Jawa Barat,-2.4185588,108.4919086
3274031,RS Ibu dan Anak Panti Abdi Dharma,Jl. Pulasaren No.07 Cirebon 45114,0231203873,Jawa Barat,-6.7238,108.567
3201250,RS Ibu dan Anak Permata Pertiwi,Jl. Mayor Oking No 92A Citeureup Bogor,0218755433,Jawa Barat,-6.486838536049726,106.87747626510009
3206084,RS Ibu dan Anak Respati,Jl. Raya Singaparna KM 11 Cikunir Singaparna,081220381669,Jawa Barat,-7.336439669957589,108.15368472543105
3201243,RS Ibu dan Anak Sawojajar,"Jl. Sawojajar No, 9 Bogor Tengah Kota Bogor",087778324371,Jawa Barat,-2.4185588,108.4919086
3276149,RS Ibu dan Anak Setya Bhakti,Jl. Raya Bogor KM.30 Kel. Mekarsari Kec. Cimanggis,0218711518,Jawa Barat,-6.368326478418063,106.86040668692931
3201141,RS Ibu dan Anak Tumbuh Kembang,Jl. Raya Bogor Km.31 No.23 Cimanggis Kota Depok,0218701873,Jawa Barat,-6.371643983076953,106.86158069825171
3278017,RS Ibu dan Anak Widaningsih,JL. Sutisna Senjaya No 130 Tawang Kota Tasikmalaya,0265334154,Jawa Barat,-7.32940673828125,108.2321166992188
3271046,RS Jiwa dr. H. Marzoeki Mahdi,Jl. dr. Sumeru No.114 Kota Bogor,8310611,Jawa Barat,-6.5894,106.793
3217042,RS Jiwa Provinsi Jawa Barat,Jl. Kolonel Masturi KM 7 Cisarua - Bandung Barat,0222700909,Jawa Barat,-2.4185588,108.4919086
3273540,RS Khusus Gigi dan Mulut Kota Bandung,  Jl. LL RE Martadinata 45 Bandung,0224234058,Jawa Barat,-6.906250938078303,107.61415381203258
3273453,RS Khusus Ginjal Ny. R. A. Habibie,Jl. Tubagus Ismail No. 46 Kota Bandung,0222501985,Jawa Barat,-6.885418637922049.,107.62029504299164
3212059,RS Mitra Plumbon Indramayu,Jl. By Pass Jalan Baru Desa Ujungaris Kec. Widasari Kab. Indramayu,02347142333,Jawa Barat,-6.459569200449452,108.2841015133667
3273201,RS Paru Dr. H. A. Rotinsulu,Jl. Bukit Jarian No. 40 Bandung,085722769778,Jawa Barat,-6.8776,107.607
3201024,RS Paru Dr. M. Goenawan Partowidigdo,"Jl. Raya Puncak KM.83, Po Box 28 Cisarua Bogor 16750",02518253630,Jawa Barat,-6.6874,106.939
3208065,RS Permata Kuningan,Jl. Cut Nyak Dien RT. 007 RW. 002 45513,02328905555,Jawa Barat,-6.977192483839377,108.50184081998214
3212057,RS Syahid Al Irsyad,Jl. Jendral Sudirman No. 240,081313113797,Jawa Barat,-6.442191861885084,107.94581084456786
3273085,RS Umum Advent Bandung,Jl. Cihampelas No. 161 Bandung,081224513689,Jawa Barat,-6.891707,107.603070
3207056,RS Umum Al-Arif," Jl. R.E. Martadinata No.158 B, Baregbeg - Ciamis",0265777391,Jawa Barat,-7.310797617945695,108.35513607878153
3273420,RS Umum Al-Islam Bandung,Jl. Soekarno. Hatta 644 Bandung,082213745569,Jawa Barat,-6.9392,107.669
3215167,RS Umum Amanda Mitra Keluarga,Jl. Raya Buahaseum  Desa Karya Mukti  Kec. Lemahabang Wadas Kab. Karawang,081287445555,Jawa Barat,-2.4185588,108.4919086
3273517,RS Umum AMC ,"Jl. Raya Cileunyi Rancaekek, No 1 RT 01 RW 16 Kel.Andir
Kec. Cileunyi Wetan Kab. Bandung",02263731888,Jawa Barat,6.940232,107.755836
3214035,RS Umum Amira,Jl. Ipik Gandamanah RT 35 / 03 Munjul Jaya Kab. Purwakarta,02648221191,Jawa Barat,-6.5284007,107.4549193
3216126,RS Umum Annisa,Jl. Cikarang Baru No.31 Cikarang Utara Bekasi,081219792097,Jawa Barat,-6.2732,107.174
3205024,RS Umum Annisa Queen,Jln. Jenderal Sudirman No 208 Desa Suci Kaler Kecamatan Karangpawitan Kab. Garut,02624892700,Jawa Barat,-7.213394,107.919984
3214033,RS Umum Asri Purwakarta,Jl. Veteran No. 15,0264211680,Jawa Barat,-6.513300200000001,107.444037
3279003,RS Umum Banjar Patroman,Jl. Stadion Patroman Kav. III No. 3 Kota Banjar,02652732532,Jawa Barat,-7.3611226,108.5355057
3277023,RS Umum Baros,Jl. Raya Baros E46 RT. 01 RW. 15 Kel. Baros Kec. Cimahi Tengah,,Jawa Barat,-6.891272,107.5369982
3215023,RS Umum Bayukarta,Jl. Kertabumi No.44 Karawang,0267401817,Jawa Barat,-6.3147,107.317
3275196,RS Umum Bella,"Jl. Ir. H .Juanda No. 141, Bekasi",0218801778,Jawa Barat,-6.246928808517021,107.010556747583
3214038,RS Umum Bhakti Husada II Purwakarta,Jl. Raya Sadang-Subang KM 5 RT 01/01 Cikumpay Campaka Purwakarta,02648225255,Jawa Barat,-6.5043076,107.4888134
3272025,RS Umum Bhayangkara Setukpa Lemdikpol,Jl. Aminta Azmali No. 59A Kota Sukabumi,08568734424,Jawa Barat,-6.912130471600196,106.92263965606689
3273442,RS Umum Bina Sehat ,Jl. Raya Dayeuhkolot No.325 Bandung,0225207963,Jawa Barat,-6.9860,107.624
3276154,RS Umum Bunda Aliyah,Jl. Kartini No. 2 RT. 001 RW. 009 Kelurahan Depok Kecamatan Pancoran Mas,0895365535370,Jawa Barat,-6.405388448775913,106.81949763503417
3201196,RS Umum Bunda Margonda,Jl. Margonda Raya KM 3 RT.02/03 no.128,02178890551,Jawa Barat,-6.365265,106.834435
3273110,RS Umum Bungsu,Jl. Veteran No. 6 Bandung,0224231695,Jawa Barat,-6.918543934193353,107.61335136938101
3217121,RS Umum Cahya Kawaluyan,Jl. Parahyangan KM. 3 - Kota Baru Parahyangan Kec. Padalarang KBB,0226803700,Jawa Barat,-6.865707131743182,107.47396546043547
3216388,RS Umum Cibitung Medika,Jl. H. Bosih No.117 Cibitung Kabupaten Bekasi,02188323444,Jawa Barat,-6.253290519935998,107.0861467620407
3216409,RS Umum Cikarang Medika,Jl. KH. Fudholi No. 78 Cikarang Utara,02129568832,Jawa Barat,-6.252111,107.145000
3215123,RS Umum Citra Sari Husada,"Jl. Raya Kosambi -Telaga Sari Km.3 Klari, Karawang ",02678617972,Jawa Barat,-6.349791,107.377628
3207057,RS Umum Dadi Keluarga Ciamis,"Jl. RE. Martadinata Nomor 333-335 Baregbeg, Ciamis",02652750777,Jawa Barat,-7.295044102819311,108.37008629004956
3272075,RS Umum Daerah Al-Mulk," Jl. Pelabuhan 2 KM 6, Lembursitu",081317948042,Jawa Barat,-6.95876284016936,106.89784482614063
3207023,RS Umum Daerah Banjar,  Jl. Rumah Sakit No. 5 Kota Banjar,0265744242,Jawa Barat,-7.3698,108.573
3214011,RS Umum Daerah Bayu Asih,Jl. Veteran No. 39 Purwakarta,0264200100,Jawa Barat,-6.538224686373523,107.44372992324827
3201050,RS Umum Daerah Ciawi,Jl. Raya Puncak 479 Ciawi Bogor,082119041792,Jawa Barat,-6.660963358287434,106.85357761383057
3201046,RS Umum Daerah Cibinong,JL. KSR Dadi Kusmayadi No. 27 Cibinong Bogor,082124717632,Jawa Barat,-6.4732,106.831
3204101,RS Umum Daerah Cicalengka,"  Jl. H. Darham No.35 - Cikopo, Cicalengka Kab. Bandung ",0227949734,Jawa Barat,-6.982339,107.842053
3210025,RS Umum Daerah Cideres,Jl. Raya Cideres - Kadipaten No. 180 Bojong Cideres Dawuan ,0233661003,Jawa Barat,-6.7575,108.196
3201232,RS Umum Daerah Cileungsi, Jl. Raya Cileungsi-Jonggol Km.10 Cileungsi Kab. Bogor,02189934668,Jawa Barat,-6.432431,107.048559
3217002,RS Umum Daerah Cililin,Jl. Blok Cinta Karya Desa Cililin Kecamatan Cililin Kabupaten Bandung Barat,082216236728,Jawa Barat,-2.4185588,108.4919086
3203037,RS Umum Daerah Cimacan,"Jl. Raya Cimacan No.17, Cianjur",02632950771,Jawa Barat,-6.7204,107.032
3275013,RS Umum Daerah dr. Chasbullah Abdulmadjid,Jl. Pramuka No. 55 Bekasi,02188951312,Jawa Barat,-6.2681,107.082
3206011,RS Umum Daerah dr. Soekardjo, Jl. Rumah Sakit 33 Tasikmalaya,0265331683,Jawa Barat,-2.4185588,108.4919086
3216252,RS Umum Daerah Kab.Bekasi," Jl. Teuku Umar Cibitung,Bekasi",02188374444,Jawa Barat,-6.2667,107.082
3215012,RS Umum Daerah Karawang," Jl. Galuh Mas Raya No.1, Sukaharja, Teluk Jambe, Karawang",0267640118,Jawa Barat,-6.3207738,107.290942
3204134,RS Umum Daerah Kesehatan Kerja,Jl. Raya Rancaekek KM. 27 NO. 612 Desa Nanjungmekar Kec. Rancaekek,0227798778,Jawa Barat,-6.967786320465614,107.82646863665923
3273405,RS Umum Daerah Kota Bandung,"Jl. Rumah Sakit 22 Ujung Berung, Kota Bandung",0227800017,Jawa Barat,-6.9153,107.699
3271104,RS Umum Daerah Kota Bogor, Jl. Dr. Sumeru 120 Kota Bogor,02518312292,Jawa Barat,-6.5803,106.778
3276124,RS Umum Daerah Kota Depok, Jl. Raya Muchtar No. 99 Sawangan ,082298661201,Jawa Barat,-6.403899,106.758531
3217004,RS Umum Daerah Lembang,"Jl. Raya Lembang KM.11,4 No.11 Desa Gudang Kahuripan Kec. Lembang",0222786879,Jawa Barat,-2.4185588,108.4919086
3201083,RS Umum Daerah Leuwiliang,Jl. Raya Cibeber - Leuwiliang Bogor,02518643293,Jawa Barat,-6.5705,106.625
3208059,RS Umum Daerah Linggajati Kuningan,Jl. Bandorasa - Cilimus No.36 Kec.Cilimus  Kab. Kuningan,0232614884,Jawa Barat,-6.88546,108.49430
3204016,RS Umum Daerah Majalaya,Jl. Raya Cipaku No.87 Majalaya Kabupaten Bandung,0225950035,Jawa Barat,-7.0486,107.772
3210014,RS Umum Daerah Majalengka, Jl. Kesehatan No.77 Majalengka,0233281043,Jawa Barat,-6.8333,108.233
3218001,RS Umum Daerah Pandega Pangandaran,Jl. Merdeka Desa Pananjung Kec.Pangandaran Kab. Pangandaran,02657503045,Jawa Barat,-7.681545743360495,108.64637969937667
3272014,"RS Umum Daerah R. Syamsudin, SH",Jl. Rumah Sakit No. 1 Kota Sukabumi,0266225180,Jawa Barat,-6.9149,106.935
3202014,RS Umum Daerah Sekarwangi,Jl. Siliwangi No. 49 Cibadak Sukabumi,0266531261,Jawa Barat,-6.894684023124784,106.79271088695532
3209014,RS Umum Daerah Waled," Jl. Prabu Kiansantang No. 4 Waled, Cirebon",0231661275,Jawa Barat,-6.9142,108.718
3215100,RS Umum Delima Asih Sisma Medika,"Jl. Wirasaba No.54, Johar - Karawang",0267403073,Jawa Barat,-6.3152,107.316
3214032,RS Umum dr. Abdul Radjak,Jl. Raya Bungur Sari No. 36 Purwakarta,087715167888,Jawa Barat,-6.4999822,107.4710338
3271115,RS Umum Hermina Bogor,"Jl. Ring Road I Kav. 23,25,27 Perum Taman Yasmin Bogor",02518382525,Jawa Barat,-6.5561,106.777
3202062,RS Umum Hermina Sukabumi,"Jl. Raya Sukaraja, Kabupaten Sukabumi",02666252525,Jawa Barat,-6.917866297611295,106.96156604766838
3214037,RS Umum Holistic Purwakarta,"Jl. Terusan Kapten Halim KM.09 Salamulya, Pondoksalam, Purwakarta",0817225165,Jawa Barat,-6.6151737,107.4922507
3273052,RS Umum Immanuel Bandung,Jl. Kopo 161 Bandung,081312620066,Jawa Barat,-6.9354,107.596
3206070,RS Umum Jasa Kartini,Jl. Otto Iskandar Dinata No 15,08112163983,Jawa Barat,-7.325659,108.222793
3275274,RS Umum Jati Sampurna,Jl. Rawa Dolar RT. 003 RW. 007 Kel. Jatiraden Kec. Jatisampurna,0218451457,Jawa Barat,-6.3468895,106.9255828
3214040,RS Umum Karina Medika,JL Baru Kp. Krajan RT 01 RW 01 Kec. Babakancikao Kab. Purwakarta 41151,0264 8301768,Jawa Barat,-6.5314386180255015,107.43966727462157
3217005,RS Umum Karisma,Jl. Raya Cimareme No. 235 RT. 03 RW. 01 Kec.Ngamprah,0226866221,Jawa Barat,-6.863279541373543,107.50290303435668
3216351,RS Umum Kartika Husada,"Jl. Raya Mangunjaya No.07 Kp.Rukem,Tambun - Bekasi",081318273414,Jawa Barat,-6.2445,107.065
3272062,RS Umum Kartika Kasih," Jl. Jenderal Ahmad Yani No.18A, Kota Sukabumi",02666250905,Jawa Barat,-2.4185588,108.4919086
3201245,RS Umum Karya Bhakti Pratiwi,Jl. Raya Dramaga KM. 7 Bogor,02518626666,Jawa Barat,-6.5693829,106.7360855
3215056,RS Umum Karya Husada,Jl. Jend. A.Yani No.98 Cikampek Karawang,081381817189,Jawa Barat,-6.40059320291379,107.44418050330314
3204135,RS Umum Karya Pangalengan Bhakti Sehat,Jl. Raya Pangalengan No. 340 Pangalengan,082130781625,Jawa Barat,-7.176192360677998,107.57263188864441
3274134,RS Umum Medimas,Jl. Evakuasi No. 116 Cirebon,02328801282,Jawa Barat,-6.743127729415038,108.54016690459594
3201185,RS Umum Meilia,"Jl. Alternatif Cibubur KM. 1, Kel. Harjamukti, Cimanggis, Kota Depok",0218451717,Jawa Barat,-6.3762,106.902
3271161,RS Umum Melania,"Jl. Pahlawan No.91, Kota Bogor",02518321196,Jawa Barat,-6.6113032736903525,106.80069667857757
